({b"H'\xe2\r\x80h": [-48, 678175]}, ': ', b'SEND: sleep=0.1 | counter=615 | timeElap=HR=0 min=5, sec=13') 
({b"H'\xe2\r\x80h": [-47, 678645]}, ': ', b'SEND: sleep=0.1 | counter=616 | timeElap=HR=0 min=5, sec=13') 
({b"H'\xe2\r\x80h": [-48, 679335]}, ': ', b'SEND: sleep=0.1 | counter=617 | timeElap=HR=0 min=5, sec=14') 
({b"H'\xe2\r\x80h": [-48, 679805]}, ': ', b'SEND: sleep=0.1 | counter=618 | timeElap=HR=0 min=5, sec=14') 
({b"H'\xe2\r\x80h": [-49, 680275]}, ': ', b'SEND: sleep=0.1 | counter=619 | timeElap=HR=0 min=5, sec=15') 
({b"H'\xe2\r\x80h": [-48, 680747]}, ': ', b'SEND: sleep=0.1 | counter=620 | timeElap=HR=0 min=5, sec=15') 
({b"H'\xe2\r\x80h": [-47, 681215]}, ': ', b'SEND: sleep=0.1 | counter=621 | timeElap=HR=0 min=5, sec=16') 
({b"H'\xe2\r\x80h": [-48, 681805]}, ': ', b'SEND: sleep=0.1 | counter=622 | timeElap=HR=0 min=5, sec=16') 
({b"H'\xe2\r\x80h": [-47, 682285]}, ': ', b'SEND: sleep=0.1 | counter=623 | timeElap=HR=0 min=5, sec=17') 
({b"H'\xe2\r\x80h": [-48, 682765]}, ': ', b'SEND: sleep=0.1 | counter=624 | timeElap=HR=0 min=5, sec=17') 
({b"H'\xe2\r\x80h": [-48, 683245]}, ': ', b'SEND: sleep=0.1 | counter=625 | timeElap=HR=0 min=5, sec=18') 
({b"H'\xe2\r\x80h": [-48, 683945]}, ': ', b'SEND: sleep=0.1 | counter=626 | timeElap=HR=0 min=5, sec=18') 
({b"H'\xe2\r\x80h": [-48, 684415]}, ': ', b'SEND: sleep=0.1 | counter=627 | timeElap=HR=0 min=5, sec=19') 
({b"H'\xe2\r\x80h": [-48, 684885]}, ': ', b'SEND: sleep=0.1 | counter=628 | timeElap=HR=0 min=5, sec=19') 
({b"H'\xe2\r\x80h": [-49, 685347]}, ': ', b'SEND: sleep=0.1 | counter=629 | timeElap=HR=0 min=5, sec=20') 
({b"H'\xe2\r\x80h": [-49, 685915]}, ': ', b'SEND: sleep=0.1 | counter=630 | timeElap=HR=0 min=5, sec=20') 
({b"H'\xe2\r\x80h": [-49, 686375]}, ': ', b'SEND: sleep=0.1 | counter=631 | timeElap=HR=0 min=5, sec=21') 
({b"H'\xe2\r\x80h": [-49, 686835]}, ': ', b'SEND: sleep=0.1 | counter=632 | timeElap=HR=0 min=5, sec=21') 
({b"H'\xe2\r\x80h": [-47, 687295]}, ': ', b'SEND: sleep=0.1 | counter=633 | timeElap=HR=0 min=5, sec=22') 
({b"H'\xe2\r\x80h": [-48, 687975]}, ': ', b'SEND: sleep=0.1 | counter=634 | timeElap=HR=0 min=5, sec=23') 
({b"H'\xe2\r\x80h": [-49, 688435]}, ': ', b'SEND: sleep=0.1 | counter=635 | timeElap=HR=0 min=5, sec=23') 
({b"H'\xe2\r\x80h": [-49, 688895]}, ': ', b'SEND: sleep=0.1 | counter=636 | timeElap=HR=0 min=5, sec=23') 
({b"H'\xe2\r\x80h": [-48, 689345]}, ': ', b'SEND: sleep=0.1 | counter=637 | timeElap=HR=0 min=5, sec=24') 
({b"H'\xe2\r\x80h": [-49, 689805]}, ': ', b'SEND: sleep=0.1 | counter=638 | timeElap=HR=0 min=5, sec=24') 
({b"H'\xe2\r\x80h": [-47, 690377]}, ': ', b'SEND: sleep=0.1 | counter=639 | timeElap=HR=0 min=5, sec=25') 
({b"H'\xe2\r\x80h": [-47, 690845]}, ': ', b'SEND: sleep=0.1 | counter=640 | timeElap=HR=0 min=5, sec=25') 
({b"H'\xe2\r\x80h": [-48, 691315]}, ': ', b'SEND: sleep=0.1 | counter=641 | timeElap=HR=0 min=5, sec=26') 
({b"H'\xe2\r\x80h": [-49, 691785]}, ': ', b'SEND: sleep=0.1 | counter=642 | timeElap=HR=0 min=5, sec=26') 
({b"H'\xe2\r\x80h": [-48, 692475]}, ': ', b'SEND: sleep=0.1 | counter=643 | timeElap=HR=0 min=5, sec=27') 
({b"H'\xe2\r\x80h": [-49, 692935]}, ': ', b'SEND: sleep=0.1 | counter=644 | timeElap=HR=0 min=5, sec=27') 
({b"H'\xe2\r\x80h": [-48, 693405]}, ': ', b'SEND: sleep=0.1 | counter=645 | timeElap=HR=0 min=5, sec=28') 
({b"H'\xe2\r\x80h": [-48, 693865]}, ': ', b'SEND: sleep=0.1 | counter=646 | timeElap=HR=0 min=5, sec=28') 
({b"H'\xe2\r\x80h": [-48, 694345]}, ': ', b'SEND: sleep=0.1 | counter=647 | timeElap=HR=0 min=5, sec=29') 
({b"H'\xe2\r\x80h": [-49, 694899]}, ': ', b'SEND: sleep=0.1 | counter=648 | timeElap=HR=0 min=5, sec=29') 
({b"H'\xe2\r\x80h": [-49, 695315]}, ': ', b'SEND: sleep=0.1 | counter=649 | timeElap=HR=0 min=5, sec=30') 
({b"H'\xe2\r\x80h": [-49, 695805]}, ': ', b'SEND: sleep=0.1 | counter=650 | timeElap=HR=0 min=5, sec=30') 
({b"H'\xe2\r\x80h": [-49, 696505]}, ': ', b'SEND: sleep=0.1 | counter=651 | timeElap=HR=0 min=5, sec=31') 
({b"H'\xe2\r\x80h": [-49, 696985]}, ': ', b'SEND: sleep=0.1 | counter=652 | timeElap=HR=0 min=5, sec=32') 
({b"H'\xe2\r\x80h": [-47, 697455]}, ': ', b'SEND: sleep=0.1 | counter=653 | timeElap=HR=0 min=5, sec=32') 
({b"H'\xe2\r\x80h": [-49, 697935]}, ': ', b'SEND: sleep=0.1 | counter=654 | timeElap=HR=0 min=5, sec=32') 
({b"H'\xe2\r\x80h": [-49, 698415]}, ': ', b'SEND: sleep=0.1 | counter=655 | timeElap=HR=0 min=5, sec=33') 
({b"H'\xe2\r\x80h": [-47, 698975]}, ': ', b'SEND: sleep=0.1 | counter=656 | timeElap=HR=0 min=5, sec=34') 
({b"H'\xe2\r\x80h": [-48, 699445]}, ': ', b'SEND: sleep=0.1 | counter=657 | timeElap=HR=0 min=5, sec=34') 
({b"H'\xe2\r\x80h": [-48, 699917]}, ': ', b'SEND: sleep=0.1 | counter=658 | timeElap=HR=0 min=5, sec=34') 
({b"H'\xe2\r\x80h": [-47, 700385]}, ': ', b'SEND: sleep=0.1 | counter=659 | timeElap=HR=0 min=5, sec=35') 
({b"H'\xe2\r\x80h": [-49, 701075]}, ': ', b'SEND: sleep=0.1 | counter=660 | timeElap=HR=0 min=5, sec=36') 
({b"H'\xe2\r\x80h": [-47, 701535]}, ': ', b'SEND: sleep=0.1 | counter=661 | timeElap=HR=0 min=5, sec=36') 
({b"H'\xe2\r\x80h": [-49, 702005]}, ': ', b'SEND: sleep=0.1 | counter=662 | timeElap=HR=0 min=5, sec=37') 
({b"H'\xe2\r\x80h": [-49, 702465]}, ': ', b'SEND: sleep=0.1 | counter=663 | timeElap=HR=0 min=5, sec=37') 
({b"H'\xe2\r\x80h": [-49, 703025]}, ': ', b'SEND: sleep=0.1 | counter=664 | timeElap=HR=0 min=5, sec=38') 
({b"H'\xe2\r\x80h": [-47, 703505]}, ': ', b'SEND: sleep=0.1 | counter=665 | timeElap=HR=0 min=5, sec=38') 
({b"H'\xe2\r\x80h": [-47, 703965]}, ': ', b'SEND: sleep=0.1 | counter=666 | timeElap=HR=0 min=5, sec=38') 
({b"H'\xe2\r\x80h": [-47, 704427]}, ': ', b'SEND: sleep=0.1 | counter=667 | timeElap=HR=0 min=5, sec=39') 
({b"H'\xe2\r\x80h": [-49, 705105]}, ': ', b'SEND: sleep=0.1 | counter=668 | timeElap=HR=0 min=5, sec=40') 
({b"H'\xe2\r\x80h": [-49, 705565]}, ': ', b'SEND: sleep=0.1 | counter=669 | timeElap=HR=0 min=5, sec=40') 
({b"H'\xe2\r\x80h": [-48, 706025]}, ': ', b'SEND: sleep=0.1 | counter=670 | timeElap=HR=0 min=5, sec=41') 
({b"H'\xe2\r\x80h": [-47, 706485]}, ': ', b'SEND: sleep=0.1 | counter=671 | timeElap=HR=0 min=5, sec=41') 
({b"H'\xe2\r\x80h": [-48, 706947]}, ': ', b'SEND: sleep=0.1 | counter=672 | timeElap=HR=0 min=5, sec=41') 
({b"H'\xe2\r\x80h": [-49, 707405]}, ': ', b'SEND: sleep=0.1 | counter=673 | timeElap=HR=0 min=5, sec=42') 
({b"H'\xe2\r\x80h": [-47, 707865]}, ': ', b'SEND: sleep=0.1 | counter=674 | timeElap=HR=0 min=5, sec=42') 
({b"H'\xe2\r\x80h": [-47, 708325]}, ': ', b'SEND: sleep=0.1 | counter=675 | timeElap=HR=0 min=5, sec=43') 
({b"H'\xe2\r\x80h": [-48, 708785]}, ': ', b'SEND: sleep=0.1 | counter=676 | timeElap=HR=0 min=5, sec=43') 
({b"H'\xe2\r\x80h": [-49, 709455]}, ': ', b'SEND: sleep=0.1 | counter=677 | timeElap=HR=0 min=5, sec=44') 
({b"H'\xe2\r\x80h": [-49, 709925]}, ': ', b'SEND: sleep=0.1 | counter=678 | timeElap=HR=0 min=5, sec=44') 
({b"H'\xe2\r\x80h": [-48, 710385]}, ': ', b'SEND: sleep=0.1 | counter=679 | timeElap=HR=0 min=5, sec=45') 
({b"H'\xe2\r\x80h": [-48, 710845]}, ': ', b'SEND: sleep=0.1 | counter=680 | timeElap=HR=0 min=5, sec=45') 
({b"H'\xe2\r\x80h": [-47, 711415]}, ': ', b'SEND: sleep=0.1 | counter=681 | timeElap=HR=0 min=5, sec=46') 
({b"H'\xe2\r\x80h": [-48, 711878]}, ': ', b'SEND: sleep=0.1 | counter=682 | timeElap=HR=0 min=5, sec=46') 
({b"H'\xe2\r\x80h": [-48, 712335]}, ': ', b'SEND: sleep=0.1 | counter=683 | timeElap=HR=0 min=5, sec=47') 
({b"H'\xe2\r\x80h": [-49, 712795]}, ': ', b'SEND: sleep=0.1 | counter=684 | timeElap=HR=0 min=5, sec=47') 
({b"H'\xe2\r\x80h": [-49, 713475]}, ': ', b'SEND: sleep=0.1 | counter=685 | timeElap=HR=0 min=5, sec=48') 
({b"H'\xe2\r\x80h": [-47, 713947]}, ': ', b'SEND: sleep=0.1 | counter=686 | timeElap=HR=0 min=5, sec=48') 
({b"H'\xe2\r\x80h": [-47, 714405]}, ': ', b'SEND: sleep=0.1 | counter=687 | timeElap=HR=0 min=5, sec=49') 
({b"H'\xe2\r\x80h": [-48, 714875]}, ': ', b'SEND: sleep=0.1 | counter=688 | timeElap=HR=0 min=5, sec=49') 
({b"H'\xe2\r\x80h": [-48, 715465]}, ': ', b'SEND: sleep=0.1 | counter=689 | timeElap=HR=0 min=5, sec=50') 
({b"H'\xe2\r\x80h": [-49, 715935]}, ': ', b'SEND: sleep=0.1 | counter=690 | timeElap=HR=0 min=5, sec=50') 
({b"H'\xe2\r\x80h": [-47, 716417]}, ': ', b'SEND: sleep=0.1 | counter=691 | timeElap=HR=0 min=5, sec=51') 
({b"H'\xe2\r\x80h": [-49, 716875]}, ': ', b'SEND: sleep=0.1 | counter=692 | timeElap=HR=0 min=5, sec=51') 
({b"H'\xe2\r\x80h": [-49, 717335]}, ': ', b'SEND: sleep=0.1 | counter=693 | timeElap=HR=0 min=5, sec=52') 
({b"H'\xe2\r\x80h": [-49, 718015]}, ': ', b'SEND: sleep=0.1 | counter=694 | timeElap=HR=0 min=5, sec=53') 
({b"H'\xe2\r\x80h": [-47, 718485]}, ': ', b'SEND: sleep=0.1 | counter=695 | timeElap=HR=0 min=5, sec=53') 
({b"H'\xe2\r\x80h": [-49, 718957]}, ': ', b'SEND: sleep=0.1 | counter=696 | timeElap=HR=0 min=5, sec=53') 
({b"H'\xe2\r\x80h": [-49, 719428]}, ': ', b'SEND: sleep=0.1 | counter=697 | timeElap=HR=0 min=5, sec=54') 
({b"H'\xe2\r\x80h": [-47, 720005]}, ': ', b'SEND: sleep=0.1 | counter=698 | timeElap=HR=0 min=5, sec=55') 
({b"H'\xe2\r\x80h": [-47, 720465]}, ': ', b'SEND: sleep=0.1 | counter=699 | timeElap=HR=0 min=5, sec=55') 
({b"H'\xe2\r\x80h": [-49, 720925]}, ': ', b'SEND: sleep=0.1 | counter=700 | timeElap=HR=0 min=5, sec=55') 
({b"H'\xe2\r\x80h": [-48, 721385]}, ': ', b'SEND: sleep=0.1 | counter=701 | timeElap=HR=0 min=5, sec=56') 
({b"H'\xe2\r\x80h": [-48, 722065]}, ': ', b'SEND: sleep=0.1 | counter=702 | timeElap=HR=0 min=5, sec=57') 
({b"H'\xe2\r\x80h": [-49, 722525]}, ': ', b'SEND: sleep=0.1 | counter=703 | timeElap=HR=0 min=5, sec=57') 
({b"H'\xe2\r\x80h": [-47, 722986]}, ': ', b'SEND: sleep=0.1 | counter=704 | timeElap=HR=0 min=5, sec=58') 
({b"H'\xe2\r\x80h": [-49, 723435]}, ': ', b'SEND: sleep=0.1 | counter=705 | timeElap=HR=0 min=5, sec=58') 
({b"H'\xe2\r\x80h": [-47, 724005]}, ': ', b'SEND: sleep=0.1 | counter=706 | timeElap=HR=0 min=5, sec=59') 
({b"H'\xe2\r\x80h": [-49, 724465]}, ': ', b'SEND: sleep=0.1 | counter=707 | timeElap=HR=0 min=5, sec=59') 
({b"H'\xe2\r\x80h": [-47, 724925]}, ': ', b'SEND: sleep=0.1 | counter=708 | timeElap=HR=0 min=5, sec=59') 
({b"H'\xe2\r\x80h": [-48, 725385]}, ': ', b'SEND: sleep=0.1 | counter=709 | timeElap=HR=0 min=6, sec=0') 
({b"H'\xe2\r\x80h": [-49, 725845]}, ': ', b'SEND: sleep=0.1 | counter=710 | timeElap=HR=0 min=6, sec=0') 
({b"H'\xe2\r\x80h": [-48, 726525]}, ': ', b'SEND: sleep=0.1 | counter=711 | timeElap=HR=0 min=6, sec=1') 
({b"H'\xe2\r\x80h": [-48, 726985]}, ': ', b'SEND: sleep=0.1 | counter=712 | timeElap=HR=0 min=6, sec=2') 
({b"H'\xe2\r\x80h": [-48, 727445]}, ': ', b'SEND: sleep=0.1 | counter=713 | timeElap=HR=0 min=6, sec=2') 
({b"H'\xe2\r\x80h": [-47, 727905]}, ': ', b'SEND: sleep=0.1 | counter=714 | timeElap=HR=0 min=6, sec=2') 
({b"H'\xe2\r\x80h": [-48, 728478]}, ': ', b'SEND: sleep=0.1 | counter=715 | timeElap=HR=0 min=6, sec=3') 
({b"H'\xe2\r\x80h": [-49, 728935]}, ': ', b'SEND: sleep=0.1 | counter=716 | timeElap=HR=0 min=6, sec=3') 
({b"H'\xe2\r\x80h": [-49, 729395]}, ': ', b'SEND: sleep=0.1 | counter=717 | timeElap=HR=0 min=6, sec=4') 
({b"H'\xe2\r\x80h": [-49, 729855]}, ': ', b'SEND: sleep=0.1 | counter=718 | timeElap=HR=0 min=6, sec=4') 
({b"H'\xe2\r\x80h": [-49, 730535]}, ': ', b'SEND: sleep=0.1 | counter=719 | timeElap=HR=0 min=6, sec=5') 
({b"H'\xe2\r\x80h": [-49, 730998]}, ': ', b'SEND: sleep=0.1 | counter=720 | timeElap=HR=0 min=6, sec=6') 
({b"H'\xe2\r\x80h": [-48, 731455]}, ': ', b'SEND: sleep=0.1 | counter=721 | timeElap=HR=0 min=6, sec=6') 
({b"H'\xe2\r\x80h": [-48, 731925]}, ': ', b'SEND: sleep=0.1 | counter=722 | timeElap=HR=0 min=6, sec=6') 
({b"H'\xe2\r\x80h": [-49, 732485]}, ': ', b'SEND: sleep=0.1 | counter=723 | timeElap=HR=0 min=6, sec=7') 
({b"H'\xe2\r\x80h": [-49, 732945]}, ': ', b'SEND: sleep=0.1 | counter=724 | timeElap=HR=0 min=6, sec=7') 
({b"H'\xe2\r\x80h": [-49, 733388]}, ': ', b'SEND: sleep=0.1 | counter=725 | timeElap=HR=0 min=6, sec=8') 
({b"H'\xe2\r\x80h": [-49, 733867]}, ': ', b'SEND: sleep=0.1 | counter=726 | timeElap=HR=0 min=6, sec=8') 
({b"H'\xe2\r\x80h": [-48, 734295]}, ': ', b'SEND: sleep=0.1 | counter=727 | timeElap=HR=0 min=6, sec=9') 
({b"H'\xe2\r\x80h": [-48, 734965]}, ': ', b'SEND: sleep=0.1 | counter=728 | timeElap=HR=0 min=6, sec=9') 
({b"H'\xe2\r\x80h": [-47, 735425]}, ': ', b'SEND: sleep=0.1 | counter=729 | timeElap=HR=0 min=6, sec=10') 
({b"H'\xe2\r\x80h": [-55, 735888]}, ': ', b'SEND: sleep=0.1 | counter=730 | timeElap=HR=0 min=6, sec=10') 
({b"H'\xe2\r\x80h": [-45, 736335]}, ': ', b'SEND: sleep=0.1 | counter=731 | timeElap=HR=0 min=6, sec=11') 
({b"H'\xe2\r\x80h": [-46, 736895]}, ': ', b'SEND: sleep=0.1 | counter=732 | timeElap=HR=0 min=6, sec=11') 
({b"H'\xe2\r\x80h": [-48, 737355]}, ': ', b'SEND: sleep=0.1 | counter=733 | timeElap=HR=0 min=6, sec=12') 
({b"H'\xe2\r\x80h": [-48, 737808]}, ': ', b'SEND: sleep=0.1 | counter=734 | timeElap=HR=0 min=6, sec=12') 
({b"H'\xe2\r\x80h": [-49, 738278]}, ': ', b'SEND: sleep=0.1 | counter=735 | timeElap=HR=0 min=6, sec=13') 
({b"H'\xe2\r\x80h": [-48, 738935]}, ': ', b'SEND: sleep=0.1 | counter=736 | timeElap=HR=0 min=6, sec=13') 
({b"H'\xe2\r\x80h": [-47, 739395]}, ': ', b'SEND: sleep=0.1 | counter=737 | timeElap=HR=0 min=6, sec=14') 
({b"H'\xe2\r\x80h": [-47, 739855]}, ': ', b'SEND: sleep=0.1 | counter=738 | timeElap=HR=0 min=6, sec=14') 
({b"H'\xe2\r\x80h": [-48, 740315]}, ': ', b'SEND: sleep=0.1 | counter=739 | timeElap=HR=0 min=6, sec=15') 
({b"H'\xe2\r\x80h": [-49, 740875]}, ': ', b'SEND: sleep=0.1 | counter=740 | timeElap=HR=0 min=6, sec=15') 
({b"H'\xe2\r\x80h": [-50, 741325]}, ': ', b'SEND: sleep=0.1 | counter=741 | timeElap=HR=0 min=6, sec=16') 
({b"H'\xe2\r\x80h": [-47, 741785]}, ': ', b'SEND: sleep=0.1 | counter=742 | timeElap=HR=0 min=6, sec=16') 
({b"H'\xe2\r\x80h": [-49, 742245]}, ': ', b'SEND: sleep=0.1 | counter=743 | timeElap=HR=0 min=6, sec=17') 
({b"H'\xe2\r\x80h": [-47, 742698]}, ': ', b'SEND: sleep=0.1 | counter=744 | timeElap=HR=0 min=6, sec=17') 
({b"H'\xe2\r\x80h": [-48, 743365]}, ': ', b'SEND: sleep=0.1 | counter=745 | timeElap=HR=0 min=6, sec=18') 
({b"H'\xe2\r\x80h": [-47, 743835]}, ': ', b'SEND: sleep=0.1 | counter=746 | timeElap=HR=0 min=6, sec=18') 
({b"H'\xe2\r\x80h": [-47, 744295]}, ': ', b'SEND: sleep=0.1 | counter=747 | timeElap=HR=0 min=6, sec=19') 
({b"H'\xe2\r\x80h": [-47, 744745]}, ': ', b'SEND: sleep=0.1 | counter=748 | timeElap=HR=0 min=6, sec=19') 
({b"H'\xe2\r\x80h": [-47, 745315]}, ': ', b'SEND: sleep=0.1 | counter=749 | timeElap=HR=0 min=6, sec=20') 
({b"H'\xe2\r\x80h": [-48, 745775]}, ': ', b'SEND: sleep=0.1 | counter=750 | timeElap=HR=0 min=6, sec=20') 
({b"H'\xe2\r\x80h": [-46, 746225]}, ': ', b'SEND: sleep=0.1 | counter=751 | timeElap=HR=0 min=6, sec=21') 
({b"H'\xe2\r\x80h": [-47, 746685]}, ': ', b'SEND: sleep=0.1 | counter=752 | timeElap=HR=0 min=6, sec=21') 
({b"H'\xe2\r\x80h": [-47, 747355]}, ': ', b'SEND: sleep=0.1 | counter=753 | timeElap=HR=0 min=6, sec=22') 
({b"H'\xe2\r\x80h": [-46, 747815]}, ': ', b'SEND: sleep=0.1 | counter=754 | timeElap=HR=0 min=6, sec=22') 
({b"H'\xe2\r\x80h": [-46, 748283]}, ': ', b'SEND: sleep=0.1 | counter=755 | timeElap=HR=0 min=6, sec=23') 
({b"H'\xe2\r\x80h": [-47, 748725]}, ': ', b'SEND: sleep=0.1 | counter=756 | timeElap=HR=0 min=6, sec=23') 
({b"H'\xe2\r\x80h": [-46, 749285]}, ': ', b'SEND: sleep=0.1 | counter=757 | timeElap=HR=0 min=6, sec=24') 
({b"H'\xe2\r\x80h": [-47, 749747]}, ': ', b'SEND: sleep=0.1 | counter=758 | timeElap=HR=0 min=6, sec=24') 
({b"H'\xe2\r\x80h": [-47, 750205]}, ': ', b'SEND: sleep=0.1 | counter=759 | timeElap=HR=0 min=6, sec=25') 
({b"H'\xe2\r\x80h": [-47, 750665]}, ': ', b'SEND: sleep=0.1 | counter=760 | timeElap=HR=0 min=6, sec=25') 
({b"H'\xe2\r\x80h": [-47, 751125]}, ': ', b'SEND: sleep=0.1 | counter=761 | timeElap=HR=0 min=6, sec=26') 
({b"H'\xe2\r\x80h": [-47, 751805]}, ': ', b'SEND: sleep=0.1 | counter=762 | timeElap=HR=0 min=6, sec=26') 
({b"H'\xe2\r\x80h": [-47, 752268]}, ': ', b'SEND: sleep=0.1 | counter=763 | timeElap=HR=0 min=6, sec=27') 
({b"H'\xe2\r\x80h": [-47, 752747]}, ': ', b'SEND: sleep=0.1 | counter=764 | timeElap=HR=0 min=6, sec=27') 
({b"H'\xe2\r\x80h": [-48, 753186]}, ': ', b'SEND: sleep=0.1 | counter=765 | timeElap=HR=0 min=6, sec=28') 
({b"H'\xe2\r\x80h": [-47, 753756]}, ': ', b'SEND: sleep=0.1 | counter=766 | timeElap=HR=0 min=6, sec=28') 
({b"H'\xe2\r\x80h": [-48, 754215]}, ': ', b'SEND: sleep=0.1 | counter=767 | timeElap=HR=0 min=6, sec=29') 
({b"H'\xe2\r\x80h": [-47, 754669]}, ': ', b'SEND: sleep=0.1 | counter=768 | timeElap=HR=0 min=6, sec=29') 
({b"H'\xe2\r\x80h": [-46, 755135]}, ': ', b'SEND: sleep=0.1 | counter=769 | timeElap=HR=0 min=6, sec=30') 
({b"H'\xe2\r\x80h": [-47, 755816]}, ': ', b'SEND: sleep=0.1 | counter=770 | timeElap=HR=0 min=6, sec=30') 
({b"H'\xe2\r\x80h": [-47, 756266]}, ': ', b'SEND: sleep=0.1 | counter=771 | timeElap=HR=0 min=6, sec=31') 
({b"H'\xe2\r\x80h": [-47, 756726]}, ': ', b'SEND: sleep=0.1 | counter=772 | timeElap=HR=0 min=6, sec=31') 
({b"H'\xe2\r\x80h": [-47, 757188]}, ': ', b'SEND: sleep=0.1 | counter=773 | timeElap=HR=0 min=6, sec=32') 
({b"H'\xe2\r\x80h": [-48, 757756]}, ': ', b'SEND: sleep=0.1 | counter=774 | timeElap=HR=0 min=6, sec=32') 
({b"H'\xe2\r\x80h": [-46, 758216]}, ': ', b'SEND: sleep=0.1 | counter=775 | timeElap=HR=0 min=6, sec=33') 
({b"H'\xe2\r\x80h": [-47, 758676]}, ': ', b'SEND: sleep=0.1 | counter=776 | timeElap=HR=0 min=6, sec=33') 
({b"H'\xe2\r\x80h": [-48, 759146]}, ': ', b'SEND: sleep=0.1 | counter=777 | timeElap=HR=0 min=6, sec=34') 
({b"H'\xe2\r\x80h": [-47, 759826]}, ': ', b'SEND: sleep=0.1 | counter=778 | timeElap=HR=0 min=6, sec=34') 
({b"H'\xe2\r\x80h": [-47, 760286]}, ': ', b'SEND: sleep=0.1 | counter=779 | timeElap=HR=0 min=6, sec=35') 
({b"H'\xe2\r\x80h": [-48, 760745]}, ': ', b'SEND: sleep=0.1 | counter=780 | timeElap=HR=0 min=6, sec=35') 
({b"H'\xe2\r\x80h": [-48, 761206]}, ': ', b'SEND: sleep=0.1 | counter=781 | timeElap=HR=0 min=6, sec=36') 
({b"H'\xe2\r\x80h": [-47, 761668]}, ': ', b'SEND: sleep=0.1 | counter=782 | timeElap=HR=0 min=6, sec=36') 
({b"H'\xe2\r\x80h": [-46, 762226]}, ': ', b'SEND: sleep=0.1 | counter=783 | timeElap=HR=0 min=6, sec=37') 
({b"H'\xe2\r\x80h": [-48, 762696]}, ': ', b'SEND: sleep=0.1 | counter=784 | timeElap=HR=0 min=6, sec=37') 
({b"H'\xe2\r\x80h": [-46, 763156]}, ': ', b'SEND: sleep=0.1 | counter=785 | timeElap=HR=0 min=6, sec=38') 
({b"H'\xe2\r\x80h": [-47, 763616]}, ': ', b'SEND: sleep=0.1 | counter=786 | timeElap=HR=0 min=6, sec=38') 
({b"H'\xe2\r\x80h": [-46, 764286]}, ': ', b'SEND: sleep=0.1 | counter=787 | timeElap=HR=0 min=6, sec=39') 
({b"H'\xe2\r\x80h": [-46, 764746]}, ': ', b'SEND: sleep=0.1 | counter=788 | timeElap=HR=0 min=6, sec=39') 
({b"H'\xe2\r\x80h": [-46, 765206]}, ': ', b'SEND: sleep=0.1 | counter=789 | timeElap=HR=0 min=6, sec=40') 
({b"H'\xe2\r\x80h": [-47, 765666]}, ': ', b'SEND: sleep=0.1 | counter=790 | timeElap=HR=0 min=6, sec=40') 
({b"H'\xe2\r\x80h": [-48, 766686]}, ': ', b'SEND: sleep=0.1 | counter=792 | timeElap=HR=0 min=6, sec=41') 
({b"H'\xe2\r\x80h": [-47, 767158]}, ': ', b'SEND: sleep=0.1 | counter=793 | timeElap=HR=0 min=6, sec=42') 
({b"H'\xe2\r\x80h": [-47, 767495]}, ': ', b'SEND: sleep=0.1 | counter=794 | timeElap=HR=0 min=6, sec=42') 
({b"H'\xe2\r\x80h": [-48, 767982]}, ': ', b'SEND: sleep=0.1 | counter=795 | timeElap=HR=0 min=6, sec=42') 
({b"H'\xe2\r\x80h": [-48, 768626]}, ': ', b'SEND: sleep=0.1 | counter=796 | timeElap=HR=0 min=6, sec=43') 
({b"H'\xe2\r\x80h": [-48, 769086]}, ': ', b'SEND: sleep=0.1 | counter=797 | timeElap=HR=0 min=6, sec=44') 
({b"H'\xe2\r\x80h": [-47, 769538]}, ': ', b'SEND: sleep=0.1 | counter=798 | timeElap=HR=0 min=6, sec=44') 
({b"H'\xe2\r\x80h": [-48, 769996]}, ': ', b'SEND: sleep=0.1 | counter=799 | timeElap=HR=0 min=6, sec=45') 
({b"H'\xe2\r\x80h": [-48, 770556]}, ': ', b'SEND: sleep=0.1 | counter=800 | timeElap=HR=0 min=6, sec=45') 
({b"H'\xe2\r\x80h": [-47, 771016]}, ': ', b'SEND: sleep=0.1 | counter=801 | timeElap=HR=0 min=6, sec=46') 
({b"H'\xe2\r\x80h": [-47, 771476]}, ': ', b'SEND: sleep=0.1 | counter=802 | timeElap=HR=0 min=6, sec=46') 
({b"H'\xe2\r\x80h": [-48, 771936]}, ': ', b'SEND: sleep=0.1 | counter=803 | timeElap=HR=0 min=6, sec=46') 
({b"H'\xe2\r\x80h": [-48, 772606]}, ': ', b'SEND: sleep=0.1 | counter=804 | timeElap=HR=0 min=6, sec=47') 
({b"H'\xe2\r\x80h": [-46, 773066]}, ': ', b'SEND: sleep=0.1 | counter=805 | timeElap=HR=0 min=6, sec=48') 
({b"H'\xe2\r\x80h": [-47, 773526]}, ': ', b'SEND: sleep=0.1 | counter=806 | timeElap=HR=0 min=6, sec=48') 
({b"H'\xe2\r\x80h": [-48, 773988]}, ': ', b'SEND: sleep=0.1 | counter=807 | timeElap=HR=0 min=6, sec=49') 
({b"H'\xe2\r\x80h": [-48, 774556]}, ': ', b'SEND: sleep=0.1 | counter=808 | timeElap=HR=0 min=6, sec=49') 
({b"H'\xe2\r\x80h": [-46, 775016]}, ': ', b'SEND: sleep=0.1 | counter=809 | timeElap=HR=0 min=6, sec=50') 
